Superfamily,Group,Family,Subfamily,Protein,WebLogo,Members
PK,Atypical,,,,PK_Atypical.png,PKA;ABR;ADCK1;ADCK2;ADCK3;ADCK4;ADCK5;ATM;ATR;AlphaK1;AlphaK2;AlphaK3;BAZ1A;BAZ1B;BCKDK;BCR;BLVRA;BRD2;BRD3;BRD4;BRDT;ChaK1;ChaK2;Col4A3BP;DNAPK;FASTK;FRAP;G11;GTF2F1;PDHK1;PDHK2;PDHK3;PDHK4;RIOK1;RIOK2;RIOK3;SMG1;TAF1;TAF1L;TIF1D;TIF1a;TIF1b;TIF1g;TRRAP;eEF2K
PK,Atypical,ABC1,,,PK_Atypical_ABC1.png,PKA;ADCK1;ADCK2;ADCK3;ADCK4;ADCK5
PK,Atypical,ABC1,ABC1-A,,,PKA;ADCK3;ADCK4
PK,Atypical,ABC1,ABC1-A,ADCK3 (COQ8A),,ADCK3;PKA
PK,Atypical,ABC1,ABC1-A,ADCK4 (COQ8B),,ADCK4;PKA
PK,Atypical,ABC1,ABC1-B,,PK_Atypical_ABC1_ABC1-B.png,PKA;ADCK1
PK,Atypical,ABC1,ABC1-B,ADCK1,PK_Atypical_ABC1_ABC1-B_ADCK1.png,ADCK1;PKA
PK,Atypical,ABC1,ABC1-C,,,PKA;ADCK2
PK,Atypical,ABC1,ABC1-C,ADCK2,,ADCK2;PKA
PK,Atypical,ABC1,ABC1-D,,PK_Atypical_ABC1_ABC1-D.png,PKA;ADCK5
PK,Atypical,ABC1,ABC1-D,ADCK5,PK_Atypical_ABC1_ABC1-D_ADCK5.png,ADCK5;PKA
PK,Atypical,Alpha,,,,PKA;AlphaK1;AlphaK2;AlphaK3;ChaK1;ChaK2;eEF2K
PK,Atypical,Alpha,ChaK,,,PKA;ChaK1;ChaK2
PK,Atypical,Alpha,ChaK,ChaK1 (TRPM7),,ChaK1;PKA
PK,Atypical,Alpha,ChaK,ChaK2 (TRPM6),,ChaK2;PKA
PK,Atypical,Alpha,,AlphaK1 (ALPK1),,AlphaK1;PKA
PK,Atypical,Alpha,,AlphaK2 (ALPK2),,AlphaK2;PKA
PK,Atypical,Alpha,,AlphaK3 (ALPK3),,AlphaK3;PKA
PK,Atypical,Alpha,eEF2K,,,PKA;eEF2K
PK,Atypical,Alpha,eEF2K,eEF2K (EEF2K),,eEF2K;PKA
PK,Atypical,BAZ,,,,PKA;BAZ1A;BAZ1B
PK,Atypical,BAZ,,BAZ1A,,BAZ1A;PKA
PK,Atypical,BAZ,,BAZ1B,,BAZ1B;PKA
PK,Atypical,BCR,,,,PKA;ABR;BCR
PK,Atypical,BCR,,ABR,,ABR;PKA
PK,Atypical,BCR,,BCR,,BCR;PKA
PK,Atypical,BLVRA,,,,PKA;BLVRA
PK,Atypical,BLVRA,,BLVRA,,BLVRA;PKA
PK,Atypical,BRD,,,,PKA;BRD2;BRD3;BRD4;BRDT
PK,Atypical,BRD,,BRD2,,BRD2;PKA
PK,Atypical,BRD,,BRD3,,BRD3;PKA
PK,Atypical,BRD,,BRD4,,BRD4;PKA
PK,Atypical,BRD,,BRDT,,BRDT;PKA
PK,Atypical,Col4A3BP,,,,PKA;Col4A3BP
PK,Atypical,Col4A3BP,,Col4A3BP (COL4A3BP),,Col4A3BP;PKA
PK,Atypical,FAST,,,,PKA;FASTK
PK,Atypical,FAST,,FASTK,,FASTK;PKA
PK,Atypical,G11,,,,PKA;G11
PK,Atypical,G11,,G11 (STK19),,G11;PKA
PK,Atypical,GTF2F1,,,,PKA;GTF2F1
PK,Atypical,GTF2F1,,GTF2F1,,GTF2F1;PKA
PK,Atypical,PDHK,,,,PKA;BCKDK;PDHK1;PDHK2;PDHK3;PDHK4
PK,Atypical,PDHK,,BCKDK,,BCKDK;PKA
PK,Atypical,PDHK,,PDHK1 (PDK1),,PDHK1;PKA
PK,Atypical,PDHK,,PDHK2 (PDK2),,PDHK2;PKA
PK,Atypical,PDHK,,PDHK3 (PDK3),,PDHK3;PKA
PK,Atypical,PDHK,,PDHK4 (PDK4),,PDHK4;PKA
PK,Atypical,PIKK,,,,PKA;ATM;ATR;DNAPK;FRAP;SMG1;TRRAP
PK,Atypical,PIKK,ATM,,,PKA;ATM
PK,Atypical,PIKK,ATM,ATM,,ATM;PKA
PK,Atypical,PIKK,ATR,,,PKA;ATR
PK,Atypical,PIKK,ATR,ATR,,ATR;PKA
PK,Atypical,PIKK,DNAPK,,,PKA;DNAPK
PK,Atypical,PIKK,DNAPK,DNAPK (PRKDC),,DNAPK;PKA
PK,Atypical,PIKK,FRAP,,,PKA;FRAP
PK,Atypical,PIKK,FRAP,FRAP (MTOR),,FRAP;PKA
PK,Atypical,PIKK,SMG1,,,PKA;SMG1
PK,Atypical,PIKK,SMG1,SMG1,,SMG1;PKA
PK,Atypical,PIKK,TRRAP,,,PKA;TRRAP
PK,Atypical,PIKK,TRRAP,TRRAP,,TRRAP;PKA
PK,Atypical,RIO,,,,PKA;RIOK1;RIOK2;RIOK3
PK,Atypical,RIO,RIO1,,,PKA;RIOK1
PK,Atypical,RIO,RIO1,RIOK1,,RIOK1;PKA
PK,Atypical,RIO,RIO2,,,PKA;RIOK2
PK,Atypical,RIO,RIO2,RIOK2,,RIOK2;PKA
PK,Atypical,RIO,RIO3,,,PKA;RIOK3
PK,Atypical,RIO,RIO3,RIOK3,,RIOK3;PKA
PK,Atypical,TAF1,,,,PKA;TAF1;TAF1L
PK,Atypical,TAF1,,TAF1,,TAF1;PKA
PK,Atypical,TAF1,,TAF1L,,TAF1L;PKA
PK,Atypical,TIF1,,,,PKA;TIF1D;TIF1a;TIF1b;TIF1g
PK,Atypical,TIF1,,TIF1a (TRIM24),,TIF1a;PKA
PK,Atypical,TIF1,,TIF1b (TRIM28),,TIF1b;PKA
PK,Atypical,TIF1,,TIF1D (TRIM66),,TIF1D;PKA
PK,Atypical,TIF1,,TIF1g (TRIM33),,TIF1g;PKA
