Superfamily,Group,Family,Subfamily,Protein,Members,UniProt,IDG_Dark,Aligned_Seq,Ortholog_Seq,weblogo_aln,barplot_ptm,weblogo_mut,barplot_mut,aligned_aln,aligned_full,aligned_kd,aligned_mut,aligned_ptm,ortholog_full,ortholog_kd
PK,Other,NKF1,,SBK2 (SgK069),PKA;SBK2,P0C263,1,92,92,PK_Other_NKF1__SBK2.png,,PK_Other_NKF1__SBK2.png,PK_Other_NKF1__SBK2.png,PK_Other_NKF1__SBK2.aln,PK_Other_NKF1__SBK2.fasta,PK_Other_NKF1__SBK2.fasta,PK_Other_NKF1__SBK2.txt,,PK_Other_NKF1__SBK2.fasta,PK_Other_NKF1__SBK2.fasta
PK,Other,NKF1,,SBK3 (SgK110),PKA;SBK3,P0C264,1,51,51,PK_Other_NKF1__SBK3.png,,,,PK_Other_NKF1__SBK3.aln,PK_Other_NKF1__SBK3.fasta,PK_Other_NKF1__SBK3.fasta,,,PK_Other_NKF1__SBK3.fasta,PK_Other_NKF1__SBK3.fasta
PK,Other,NKF2,,,PKA;PINK1,,,289,289,PK_Other_NKF2.png,PK_Other_NKF2.png,PK_Other_NKF2.png,PK_Other_NKF2.png,PK_Other_NKF2.aln,PK_Other_NKF2.fasta,PK_Other_NKF2.fasta,PK_Other_NKF2.txt,PK_Other_NKF2.txt,PK_Other_NKF2.fasta,PK_Other_NKF2.fasta
PK,Other,NKF2,,PINK1,PKA;PINK1,Q9BXM7,0,289,289,PK_Other_NKF2__PINK1.png,PK_Other_NKF2__PINK1.png,PK_Other_NKF2__PINK1.png,PK_Other_NKF2__PINK1.png,PK_Other_NKF2__PINK1.aln,PK_Other_NKF2__PINK1.fasta,PK_Other_NKF2__PINK1.fasta,PK_Other_NKF2__PINK1.txt,PK_Other_NKF2__PINK1.txt,PK_Other_NKF2__PINK1.fasta,PK_Other_NKF2__PINK1.fasta
PK,Other,NKF3,,,PKA;PEAK1;PEAK3;PRAG1,,,311,320,PK_Other_NKF3.png,PK_Other_NKF3.png,PK_Other_NKF3.png,PK_Other_NKF3.png,PK_Other_NKF3.aln,PK_Other_NKF3.fasta,PK_Other_NKF3.fasta,PK_Other_NKF3.txt,PK_Other_NKF3.txt,PK_Other_NKF3.fasta,PK_Other_NKF3.fasta
PK,Other,NKF3,,PEAK1 (SgK269),PKA;PEAK1,Q9H792,0,151,151,PK_Other_NKF3__PEAK1.png,PK_Other_NKF3__PEAK1.png,PK_Other_NKF3__PEAK1.png,PK_Other_NKF3__PEAK1.png,PK_Other_NKF3__PEAK1.aln,PK_Other_NKF3__PEAK1.fasta,PK_Other_NKF3__PEAK1.fasta,PK_Other_NKF3__PEAK1.txt,PK_Other_NKF3__PEAK1.txt,PK_Other_NKF3__PEAK1.fasta,PK_Other_NKF3__PEAK1.fasta
PK,Other,NKF3,,PEAK3,PKA;PEAK3,Q6ZS72,0,38,47,PK_Other_NKF3__PEAK3.png,PK_Other_NKF3__PEAK3.png,PK_Other_NKF3__PEAK3.png,PK_Other_NKF3__PEAK3.png,PK_Other_NKF3__PEAK3.aln,PK_Other_NKF3__PEAK3.fasta,PK_Other_NKF3__PEAK3.fasta,PK_Other_NKF3__PEAK3.txt,PK_Other_NKF3__PEAK3.txt,PK_Other_NKF3__PEAK3.fasta,PK_Other_NKF3__PEAK3.fasta
PK,Other,NKF3,,PRAG1 (SgK223),PKA;PRAG1,Q86YV5,1,122,122,PK_Other_NKF3__PRAG1.png,PK_Other_NKF3__PRAG1.png,PK_Other_NKF3__PRAG1.png,PK_Other_NKF3__PRAG1.png,PK_Other_NKF3__PRAG1.aln,PK_Other_NKF3__PRAG1.fasta,PK_Other_NKF3__PRAG1.fasta,PK_Other_NKF3__PRAG1.txt,PK_Other_NKF3__PRAG1.txt,PK_Other_NKF3__PRAG1.fasta,PK_Other_NKF3__PRAG1.fasta
PK,Other,NKF4,,,PKA;PDIK1L;STK35,,,285,285,PK_Other_NKF4.png,PK_Other_NKF4.png,PK_Other_NKF4.png,PK_Other_NKF4.png,PK_Other_NKF4.aln,PK_Other_NKF4.fasta,PK_Other_NKF4.fasta,PK_Other_NKF4.txt,PK_Other_NKF4.txt,PK_Other_NKF4.fasta,PK_Other_NKF4.fasta
PK,Other,NKF4,,PDIK1L (CLIK1L),PKA;PDIK1L,Q8N165,1,160,160,PK_Other_NKF4__PDIK1L.png,PK_Other_NKF4__PDIK1L.png,PK_Other_NKF4__PDIK1L.png,PK_Other_NKF4__PDIK1L.png,PK_Other_NKF4__PDIK1L.aln,PK_Other_NKF4__PDIK1L.fasta,PK_Other_NKF4__PDIK1L.fasta,PK_Other_NKF4__PDIK1L.txt,PK_Other_NKF4__PDIK1L.txt,PK_Other_NKF4__PDIK1L.fasta,PK_Other_NKF4__PDIK1L.fasta
PK,Other,NKF4,,STK35 (CLIK1),PKA;STK35,Q8TDR2,0,125,125,PK_Other_NKF4__STK35.png,PK_Other_NKF4__STK35.png,PK_Other_NKF4__STK35.png,PK_Other_NKF4__STK35.png,PK_Other_NKF4__STK35.aln,PK_Other_NKF4__STK35.fasta,PK_Other_NKF4__STK35.fasta,PK_Other_NKF4__STK35.txt,PK_Other_NKF4__STK35.txt,PK_Other_NKF4__STK35.fasta,PK_Other_NKF4__STK35.fasta
PK,Other,NKF5,,,PKA;TEX14,,,104,104,PK_Other_NKF5.png,PK_Other_NKF5.png,PK_Other_NKF5.png,PK_Other_NKF5.png,PK_Other_NKF5.aln,PK_Other_NKF5.fasta,PK_Other_NKF5.fasta,PK_Other_NKF5.txt,PK_Other_NKF5.txt,PK_Other_NKF5.fasta,PK_Other_NKF5.fasta
PK,Other,NKF5,,TEX14 (SgK307),PKA;TEX14,Q8IWB6,0,104,104,PK_Other_NKF5__TEX14.png,PK_Other_NKF5__TEX14.png,PK_Other_NKF5__TEX14.png,PK_Other_NKF5__TEX14.png,PK_Other_NKF5__TEX14.aln,PK_Other_NKF5__TEX14.fasta,PK_Other_NKF5__TEX14.fasta,PK_Other_NKF5__TEX14.txt,PK_Other_NKF5__TEX14.txt,PK_Other_NKF5__TEX14.fasta,PK_Other_NKF5__TEX14.fasta
PK,Other,NRBP,,,PKA;NRBP1;NRBP2,,,380,380,PK_Other_NRBP.png,PK_Other_NRBP.png,PK_Other_NRBP.png,PK_Other_NRBP.png,PK_Other_NRBP.aln,PK_Other_NRBP.fasta,PK_Other_NRBP.fasta,PK_Other_NRBP.txt,PK_Other_NRBP.txt,PK_Other_NRBP.fasta,PK_Other_NRBP.fasta
PK,Other,NRBP,,NRBP1,PKA;NRBP1,Q9UHY1,0,309,309,PK_Other_NRBP__NRBP1.png,PK_Other_NRBP__NRBP1.png,PK_Other_NRBP__NRBP1.png,PK_Other_NRBP__NRBP1.png,PK_Other_NRBP__NRBP1.aln,PK_Other_NRBP__NRBP1.fasta,PK_Other_NRBP__NRBP1.fasta,PK_Other_NRBP__NRBP1.txt,PK_Other_NRBP__NRBP1.txt,PK_Other_NRBP__NRBP1.fasta,PK_Other_NRBP__NRBP1.fasta
PK,Other,NRBP,,NRBP2,PKA;NRBP2,Q9NSY0,1,71,71,PK_Other_NRBP__NRBP2.png,PK_Other_NRBP__NRBP2.png,PK_Other_NRBP__NRBP2.png,PK_Other_NRBP__NRBP2.png,PK_Other_NRBP__NRBP2.aln,PK_Other_NRBP__NRBP2.fasta,PK_Other_NRBP__NRBP2.fasta,PK_Other_NRBP__NRBP2.txt,PK_Other_NRBP__NRBP2.txt,PK_Other_NRBP__NRBP2.fasta,PK_Other_NRBP__NRBP2.fasta
PK,Other,PAN3,,,PKA;PAN3,,,975,977,PK_Other_PAN3.png,PK_Other_PAN3.png,PK_Other_PAN3.png,PK_Other_PAN3.png,PK_Other_PAN3.aln,PK_Other_PAN3.fasta,PK_Other_PAN3.fasta,PK_Other_PAN3.txt,PK_Other_PAN3.txt,PK_Other_PAN3.fasta,PK_Other_PAN3.fasta
PK,Other,PAN3,,PAN3,PKA;PAN3,Q58A45,1,975,977,PK_Other_PAN3__PAN3.png,PK_Other_PAN3__PAN3.png,PK_Other_PAN3__PAN3.png,PK_Other_PAN3__PAN3.png,PK_Other_PAN3__PAN3.aln,PK_Other_PAN3__PAN3.fasta,PK_Other_PAN3__PAN3.fasta,PK_Other_PAN3__PAN3.txt,PK_Other_PAN3__PAN3.txt,PK_Other_PAN3__PAN3.fasta,PK_Other_PAN3__PAN3.fasta
PK,Other,PEK,,,PKA;EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4,,,829,829,PK_Other_PEK.png,PK_Other_PEK.png,PK_Other_PEK.png,PK_Other_PEK.png,PK_Other_PEK.aln,PK_Other_PEK.fasta,PK_Other_PEK.fasta,PK_Other_PEK.txt,PK_Other_PEK.txt,PK_Other_PEK.fasta,PK_Other_PEK.fasta
PK,Other,PEK,GCN2,,PKA;EIF2AK4,,,132,132,PK_Other_PEK_GCN2.png,,PK_Other_PEK_GCN2.png,PK_Other_PEK_GCN2.png,PK_Other_PEK_GCN2.aln,PK_Other_PEK_GCN2.fasta,PK_Other_PEK_GCN2.fasta,PK_Other_PEK_GCN2.txt,,PK_Other_PEK_GCN2.fasta,PK_Other_PEK_GCN2.fasta
PK,Other,PEK,GCN2,EIF2AK4 (GCN2),PKA;EIF2AK4,Q9P2K8,0,132,132,PK_Other_PEK_GCN2_EIF2AK4.png,,PK_Other_PEK_GCN2_EIF2AK4.png,PK_Other_PEK_GCN2_EIF2AK4.png,PK_Other_PEK_GCN2_EIF2AK4.aln,PK_Other_PEK_GCN2_EIF2AK4.fasta,PK_Other_PEK_GCN2_EIF2AK4.fasta,PK_Other_PEK_GCN2_EIF2AK4.txt,,PK_Other_PEK_GCN2_EIF2AK4.fasta,PK_Other_PEK_GCN2_EIF2AK4.fasta
PK,Other,PEK,HRI,,PKA;EIF2AK1,,,272,272,PK_Other_PEK_HRI.png,PK_Other_PEK_HRI.png,PK_Other_PEK_HRI.png,PK_Other_PEK_HRI.png,PK_Other_PEK_HRI.aln,PK_Other_PEK_HRI.fasta,PK_Other_PEK_HRI.fasta,PK_Other_PEK_HRI.txt,PK_Other_PEK_HRI.txt,PK_Other_PEK_HRI.fasta,PK_Other_PEK_HRI.fasta
PK,Other,PEK,HRI,EIF2AK1 (HRI),PKA;EIF2AK1,Q9BQI3,0,272,272,PK_Other_PEK_HRI_EIF2AK1.png,PK_Other_PEK_HRI_EIF2AK1.png,PK_Other_PEK_HRI_EIF2AK1.png,PK_Other_PEK_HRI_EIF2AK1.png,PK_Other_PEK_HRI_EIF2AK1.aln,PK_Other_PEK_HRI_EIF2AK1.fasta,PK_Other_PEK_HRI_EIF2AK1.fasta,PK_Other_PEK_HRI_EIF2AK1.txt,PK_Other_PEK_HRI_EIF2AK1.txt,PK_Other_PEK_HRI_EIF2AK1.fasta,PK_Other_PEK_HRI_EIF2AK1.fasta
PK,Other,PEK,PEK,,PKA;EIF2AK3,,,289,289,PK_Other_PEK_PEK.png,PK_Other_PEK_PEK.png,PK_Other_PEK_PEK.png,PK_Other_PEK_PEK.png,PK_Other_PEK_PEK.aln,PK_Other_PEK_PEK.fasta,PK_Other_PEK_PEK.fasta,PK_Other_PEK_PEK.txt,PK_Other_PEK_PEK.txt,PK_Other_PEK_PEK.fasta,PK_Other_PEK_PEK.fasta
PK,Other,PEK,PEK,EIF2AK3 (PEK),PKA;EIF2AK3,Q9NZJ5,0,289,289,PK_Other_PEK_PEK_EIF2AK3.png,PK_Other_PEK_PEK_EIF2AK3.png,PK_Other_PEK_PEK_EIF2AK3.png,PK_Other_PEK_PEK_EIF2AK3.png,PK_Other_PEK_PEK_EIF2AK3.aln,PK_Other_PEK_PEK_EIF2AK3.fasta,PK_Other_PEK_PEK_EIF2AK3.fasta,PK_Other_PEK_PEK_EIF2AK3.txt,PK_Other_PEK_PEK_EIF2AK3.txt,PK_Other_PEK_PEK_EIF2AK3.fasta,PK_Other_PEK_PEK_EIF2AK3.fasta
PK,Other,PEK,PKR,,PKA;EIF2AK2,,,136,136,PK_Other_PEK_PKR.png,PK_Other_PEK_PKR.png,PK_Other_PEK_PKR.png,PK_Other_PEK_PKR.png,PK_Other_PEK_PKR.aln,PK_Other_PEK_PKR.fasta,PK_Other_PEK_PKR.fasta,PK_Other_PEK_PKR.txt,PK_Other_PEK_PKR.txt,PK_Other_PEK_PKR.fasta,PK_Other_PEK_PKR.fasta
PK,Other,PEK,PKR,EIF2AK2 (PKR),PKA;EIF2AK2,P19525,0,136,136,PK_Other_PEK_PKR_EIF2AK2.png,PK_Other_PEK_PKR_EIF2AK2.png,PK_Other_PEK_PKR_EIF2AK2.png,PK_Other_PEK_PKR_EIF2AK2.png,PK_Other_PEK_PKR_EIF2AK2.aln,PK_Other_PEK_PKR_EIF2AK2.fasta,PK_Other_PEK_PKR_EIF2AK2.fasta,PK_Other_PEK_PKR_EIF2AK2.txt,PK_Other_PEK_PKR_EIF2AK2.txt,PK_Other_PEK_PKR_EIF2AK2.fasta,PK_Other_PEK_PKR_EIF2AK2.fasta
PK,Other,PLK,,,PKA;PLK1;PLK2;PLK3;PLK4;PLK5,,,1092,1092,PK_Other_PLK.png,PK_Other_PLK.png,PK_Other_PLK.png,PK_Other_PLK.png,PK_Other_PLK.aln,PK_Other_PLK.fasta,PK_Other_PLK.fasta,PK_Other_PLK.txt,PK_Other_PLK.txt,PK_Other_PLK.fasta,PK_Other_PLK.fasta
PK,Other,PLK,PLK1,,PKA;PLK1,,,527,527,PK_Other_PLK_PLK1.png,PK_Other_PLK_PLK1.png,PK_Other_PLK_PLK1.png,PK_Other_PLK_PLK1.png,PK_Other_PLK_PLK1.aln,PK_Other_PLK_PLK1.fasta,PK_Other_PLK_PLK1.fasta,PK_Other_PLK_PLK1.txt,PK_Other_PLK_PLK1.txt,PK_Other_PLK_PLK1.fasta,PK_Other_PLK_PLK1.fasta
PK,Other,PLK,PLK1,PLK1,PKA;PLK1,P53350,0,527,527,PK_Other_PLK_PLK1_PLK1.png,PK_Other_PLK_PLK1_PLK1.png,PK_Other_PLK_PLK1_PLK1.png,PK_Other_PLK_PLK1_PLK1.png,PK_Other_PLK_PLK1_PLK1.aln,PK_Other_PLK_PLK1_PLK1.fasta,PK_Other_PLK_PLK1_PLK1.fasta,PK_Other_PLK_PLK1_PLK1.txt,PK_Other_PLK_PLK1_PLK1.txt,PK_Other_PLK_PLK1_PLK1.fasta,PK_Other_PLK_PLK1_PLK1.fasta
PK,Other,PLK,PLK2,,PKA;PLK2;PLK3;PLK5,,,273,273,PK_Other_PLK_PLK2.png,PK_Other_PLK_PLK2.png,PK_Other_PLK_PLK2.png,PK_Other_PLK_PLK2.png,PK_Other_PLK_PLK2.aln,PK_Other_PLK_PLK2.fasta,PK_Other_PLK_PLK2.fasta,PK_Other_PLK_PLK2.txt,PK_Other_PLK_PLK2.txt,PK_Other_PLK_PLK2.fasta,PK_Other_PLK_PLK2.fasta
PK,Other,PLK,PLK2,PLK2,PKA;PLK2,Q9NYY3,0,131,131,PK_Other_PLK_PLK2_PLK2.png,PK_Other_PLK_PLK2_PLK2.png,PK_Other_PLK_PLK2_PLK2.png,PK_Other_PLK_PLK2_PLK2.png,PK_Other_PLK_PLK2_PLK2.aln,PK_Other_PLK_PLK2_PLK2.fasta,PK_Other_PLK_PLK2_PLK2.fasta,PK_Other_PLK_PLK2_PLK2.txt,PK_Other_PLK_PLK2_PLK2.txt,PK_Other_PLK_PLK2_PLK2.fasta,PK_Other_PLK_PLK2_PLK2.fasta
PK,Other,PLK,PLK2,PLK3,PKA;PLK3,Q9H4B4,0,123,123,PK_Other_PLK_PLK2_PLK3.png,PK_Other_PLK_PLK2_PLK3.png,PK_Other_PLK_PLK2_PLK3.png,PK_Other_PLK_PLK2_PLK3.png,PK_Other_PLK_PLK2_PLK3.aln,PK_Other_PLK_PLK2_PLK3.fasta,PK_Other_PLK_PLK2_PLK3.fasta,PK_Other_PLK_PLK2_PLK3.txt,PK_Other_PLK_PLK2_PLK3.txt,PK_Other_PLK_PLK2_PLK3.fasta,PK_Other_PLK_PLK2_PLK3.fasta
PK,Other,PLK,PLK2,PLK5,PKA;PLK5,Q496M5,0,19,19,PK_Other_PLK_PLK2_PLK5.png,,PK_Other_PLK_PLK2_PLK5.png,PK_Other_PLK_PLK2_PLK5.png,PK_Other_PLK_PLK2_PLK5.aln,PK_Other_PLK_PLK2_PLK5.fasta,PK_Other_PLK_PLK2_PLK5.fasta,PK_Other_PLK_PLK2_PLK5.txt,,PK_Other_PLK_PLK2_PLK5.fasta,PK_Other_PLK_PLK2_PLK5.fasta
PK,Other,PLK,SAK,,PKA;PLK4,,,292,292,PK_Other_PLK_SAK.png,PK_Other_PLK_SAK.png,PK_Other_PLK_SAK.png,PK_Other_PLK_SAK.png,PK_Other_PLK_SAK.aln,PK_Other_PLK_SAK.fasta,PK_Other_PLK_SAK.fasta,PK_Other_PLK_SAK.txt,PK_Other_PLK_SAK.txt,PK_Other_PLK_SAK.fasta,PK_Other_PLK_SAK.fasta
PK,Other,PLK,SAK,PLK4,PKA;PLK4,O00444,0,292,292,PK_Other_PLK_SAK_PLK4.png,PK_Other_PLK_SAK_PLK4.png,PK_Other_PLK_SAK_PLK4.png,PK_Other_PLK_SAK_PLK4.png,PK_Other_PLK_SAK_PLK4.aln,PK_Other_PLK_SAK_PLK4.fasta,PK_Other_PLK_SAK_PLK4.fasta,PK_Other_PLK_SAK_PLK4.txt,PK_Other_PLK_SAK_PLK4.txt,PK_Other_PLK_SAK_PLK4.fasta,PK_Other_PLK_SAK_PLK4.fasta
PK,Other,SCY1,,,PKA;SCYL1;SCYL2;SCYL3,,,2338,2340,PK_Other_SCY1.png,PK_Other_SCY1.png,PK_Other_SCY1.png,PK_Other_SCY1.png,PK_Other_SCY1.aln,PK_Other_SCY1.fasta,PK_Other_SCY1.fasta,PK_Other_SCY1.txt,PK_Other_SCY1.txt,PK_Other_SCY1.fasta,PK_Other_SCY1.fasta
PK,Other,SCY1,,SCYL1,PKA;SCYL1,Q96KG9,1,1016,1017,PK_Other_SCY1__SCYL1.png,PK_Other_SCY1__SCYL1.png,PK_Other_SCY1__SCYL1.png,PK_Other_SCY1__SCYL1.png,PK_Other_SCY1__SCYL1.aln,PK_Other_SCY1__SCYL1.fasta,PK_Other_SCY1__SCYL1.fasta,PK_Other_SCY1__SCYL1.txt,PK_Other_SCY1__SCYL1.txt,PK_Other_SCY1__SCYL1.fasta,PK_Other_SCY1__SCYL1.fasta
PK,Other,SCY1,,SCYL2,PKA;SCYL2,Q6P3W7,1,1056,1057,PK_Other_SCY1__SCYL2.png,PK_Other_SCY1__SCYL2.png,PK_Other_SCY1__SCYL2.png,PK_Other_SCY1__SCYL2.png,PK_Other_SCY1__SCYL2.aln,PK_Other_SCY1__SCYL2.fasta,PK_Other_SCY1__SCYL2.fasta,PK_Other_SCY1__SCYL2.txt,PK_Other_SCY1__SCYL2.txt,PK_Other_SCY1__SCYL2.fasta,PK_Other_SCY1__SCYL2.fasta
PK,Other,SCY1,,SCYL3,PKA;SCYL3,Q8IZE3,1,266,266,PK_Other_SCY1__SCYL3.png,,PK_Other_SCY1__SCYL3.png,PK_Other_SCY1__SCYL3.png,PK_Other_SCY1__SCYL3.aln,PK_Other_SCY1__SCYL3.fasta,PK_Other_SCY1__SCYL3.fasta,PK_Other_SCY1__SCYL3.txt,,PK_Other_SCY1__SCYL3.fasta,PK_Other_SCY1__SCYL3.fasta
PK,Other,SGK071,,,PKA;STKLD1,,,111,111,PK_Other_SGK071.png,PK_Other_SGK071.png,PK_Other_SGK071.png,PK_Other_SGK071.png,PK_Other_SGK071.aln,PK_Other_SGK071.fasta,PK_Other_SGK071.fasta,PK_Other_SGK071.txt,PK_Other_SGK071.txt,PK_Other_SGK071.fasta,PK_Other_SGK071.fasta
PK,Other,SGK071,,STKLD1 (SgK071),PKA;STKLD1,Q8NE28,1,111,111,PK_Other_SGK071__STKLD1.png,PK_Other_SGK071__STKLD1.png,PK_Other_SGK071__STKLD1.png,PK_Other_SGK071__STKLD1.png,PK_Other_SGK071__STKLD1.aln,PK_Other_SGK071__STKLD1.fasta,PK_Other_SGK071__STKLD1.fasta,PK_Other_SGK071__STKLD1.txt,PK_Other_SGK071__STKLD1.txt,PK_Other_SGK071__STKLD1.fasta,PK_Other_SGK071__STKLD1.fasta
PK,Other,SGK493,,,PKA;PKDCC,,,178,186,PK_Other_SGK493.png,PK_Other_SGK493.png,PK_Other_SGK493.png,PK_Other_SGK493.png,PK_Other_SGK493.aln,PK_Other_SGK493.fasta,PK_Other_SGK493.fasta,PK_Other_SGK493.txt,PK_Other_SGK493.txt,PK_Other_SGK493.fasta,PK_Other_SGK493.fasta
PK,Other,SGK493,,PKDCC (SgK493),PKA;PKDCC,Q504Y2,0,178,186,PK_Other_SGK493__PKDCC.png,PK_Other_SGK493__PKDCC.png,PK_Other_SGK493__PKDCC.png,PK_Other_SGK493__PKDCC.png,PK_Other_SGK493__PKDCC.aln,PK_Other_SGK493__PKDCC.fasta,PK_Other_SGK493__PKDCC.fasta,PK_Other_SGK493__PKDCC.txt,PK_Other_SGK493__PKDCC.txt,PK_Other_SGK493__PKDCC.fasta,PK_Other_SGK493__PKDCC.fasta
PK,Other,SLOB,,,PKA;PXK,,,278,278,PK_Other_SLOB.png,PK_Other_SLOB.png,PK_Other_SLOB.png,PK_Other_SLOB.png,PK_Other_SLOB.aln,PK_Other_SLOB.fasta,PK_Other_SLOB.fasta,PK_Other_SLOB.txt,PK_Other_SLOB.txt,PK_Other_SLOB.fasta,PK_Other_SLOB.fasta
PK,Other,SLOB,,PXK (Slob),PKA;PXK,Q7Z7A4,1,278,278,PK_Other_SLOB__PXK.png,PK_Other_SLOB__PXK.png,PK_Other_SLOB__PXK.png,PK_Other_SLOB__PXK.png,PK_Other_SLOB__PXK.aln,PK_Other_SLOB__PXK.fasta,PK_Other_SLOB__PXK.fasta,PK_Other_SLOB__PXK.txt,PK_Other_SLOB__PXK.txt,PK_Other_SLOB__PXK.fasta,PK_Other_SLOB__PXK.fasta
PK,Other,TBCK,,,PKA;TBCK,,,336,336,PK_Other_TBCK.png,PK_Other_TBCK.png,PK_Other_TBCK.png,PK_Other_TBCK.png,PK_Other_TBCK.aln,PK_Other_TBCK.fasta,PK_Other_TBCK.fasta,PK_Other_TBCK.txt,PK_Other_TBCK.txt,PK_Other_TBCK.fasta,PK_Other_TBCK.fasta
PK,Other,TBCK,,TBCK,PKA;TBCK,Q8TEA7,1,336,336,PK_Other_TBCK__TBCK.png,PK_Other_TBCK__TBCK.png,PK_Other_TBCK__TBCK.png,PK_Other_TBCK__TBCK.png,PK_Other_TBCK__TBCK.aln,PK_Other_TBCK__TBCK.fasta,PK_Other_TBCK__TBCK.fasta,PK_Other_TBCK__TBCK.txt,PK_Other_TBCK__TBCK.txt,PK_Other_TBCK__TBCK.fasta,PK_Other_TBCK__TBCK.fasta
PK,Other,TLK,,,PKA;TLK1;TLK2,,,414,414,PK_Other_TLK.png,PK_Other_TLK.png,PK_Other_TLK.png,PK_Other_TLK.png,PK_Other_TLK.aln,PK_Other_TLK.fasta,PK_Other_TLK.fasta,PK_Other_TLK.txt,PK_Other_TLK.txt,PK_Other_TLK.fasta,PK_Other_TLK.fasta
PK,Other,TLK,,TLK1,PKA;TLK1,Q9UKI8,1,177,177,PK_Other_TLK__TLK1.png,PK_Other_TLK__TLK1.png,PK_Other_TLK__TLK1.png,PK_Other_TLK__TLK1.png,PK_Other_TLK__TLK1.aln,PK_Other_TLK__TLK1.fasta,PK_Other_TLK__TLK1.fasta,PK_Other_TLK__TLK1.txt,PK_Other_TLK__TLK1.txt,PK_Other_TLK__TLK1.fasta,PK_Other_TLK__TLK1.fasta
PK,Other,TLK,,TLK2,PKA;TLK2,Q86UE8,1,237,237,PK_Other_TLK__TLK2.png,PK_Other_TLK__TLK2.png,PK_Other_TLK__TLK2.png,PK_Other_TLK__TLK2.png,PK_Other_TLK__TLK2.aln,PK_Other_TLK__TLK2.fasta,PK_Other_TLK__TLK2.fasta,PK_Other_TLK__TLK2.txt,PK_Other_TLK__TLK2.txt,PK_Other_TLK__TLK2.fasta,PK_Other_TLK__TLK2.fasta
PK,Other,TOPK,,,PKA;PBK,,,228,228,PK_Other_TOPK.png,PK_Other_TOPK.png,PK_Other_TOPK.png,PK_Other_TOPK.png,PK_Other_TOPK.aln,PK_Other_TOPK.fasta,PK_Other_TOPK.fasta,PK_Other_TOPK.txt,PK_Other_TOPK.txt,PK_Other_TOPK.fasta,PK_Other_TOPK.fasta
PK,Other,TOPK,,PBK,PKA;PBK,Q96KB5,0,228,228,PK_Other_TOPK__PBK.png,PK_Other_TOPK__PBK.png,PK_Other_TOPK__PBK.png,PK_Other_TOPK__PBK.png,PK_Other_TOPK__PBK.aln,PK_Other_TOPK__PBK.fasta,PK_Other_TOPK__PBK.fasta,PK_Other_TOPK__PBK.txt,PK_Other_TOPK__PBK.txt,PK_Other_TOPK__PBK.fasta,PK_Other_TOPK__PBK.fasta
PK,Other,TTK,,,PKA;TTK,,,1059,1059,PK_Other_TTK.png,,PK_Other_TTK.png,PK_Other_TTK.png,PK_Other_TTK.aln,PK_Other_TTK.fasta,PK_Other_TTK.fasta,PK_Other_TTK.txt,,PK_Other_TTK.fasta,PK_Other_TTK.fasta
PK,Other,TTK,,TTK,PKA;TTK,P33981,0,1059,1059,PK_Other_TTK__TTK.png,,PK_Other_TTK__TTK.png,PK_Other_TTK__TTK.png,PK_Other_TTK__TTK.aln,PK_Other_TTK__TTK.fasta,PK_Other_TTK__TTK.fasta,PK_Other_TTK__TTK.txt,,PK_Other_TTK__TTK.fasta,PK_Other_TTK__TTK.fasta
PK,Other,ULK,,,PKA;STK36;ULK1;ULK2;ULK3;ULK4,,,2163,2163,PK_Other_ULK.png,PK_Other_ULK.png,PK_Other_ULK.png,PK_Other_ULK.png,PK_Other_ULK.aln,PK_Other_ULK.fasta,PK_Other_ULK.fasta,PK_Other_ULK.txt,PK_Other_ULK.txt,PK_Other_ULK.fasta,PK_Other_ULK.fasta
PK,Other,ULK,Fused,,PKA;STK36,,,904,904,PK_Other_ULK_Fused.png,PK_Other_ULK_Fused.png,PK_Other_ULK_Fused.png,PK_Other_ULK_Fused.png,PK_Other_ULK_Fused.aln,PK_Other_ULK_Fused.fasta,PK_Other_ULK_Fused.fasta,PK_Other_ULK_Fused.txt,PK_Other_ULK_Fused.txt,PK_Other_ULK_Fused.fasta,PK_Other_ULK_Fused.fasta
PK,Other,ULK,Fused,STK36 (Fused),PKA;STK36,Q9NRP7,1,904,904,PK_Other_ULK_Fused_STK36.png,PK_Other_ULK_Fused_STK36.png,PK_Other_ULK_Fused_STK36.png,PK_Other_ULK_Fused_STK36.png,PK_Other_ULK_Fused_STK36.aln,PK_Other_ULK_Fused_STK36.fasta,PK_Other_ULK_Fused_STK36.fasta,PK_Other_ULK_Fused_STK36.txt,PK_Other_ULK_Fused_STK36.txt,PK_Other_ULK_Fused_STK36.fasta,PK_Other_ULK_Fused_STK36.fasta
PK,Other,ULK,ULK,,PKA;ULK1;ULK2;ULK3;ULK4,,,1259,1259,PK_Other_ULK_ULK.png,PK_Other_ULK_ULK.png,PK_Other_ULK_ULK.png,PK_Other_ULK_ULK.png,PK_Other_ULK_ULK.aln,PK_Other_ULK_ULK.fasta,PK_Other_ULK_ULK.fasta,PK_Other_ULK_ULK.txt,PK_Other_ULK_ULK.txt,PK_Other_ULK_ULK.fasta,PK_Other_ULK_ULK.fasta
